Id,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
3076,Sep,2,Wednesday,Honda,Urban,Monday,Sep,3,Female,Divorced,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3076,9,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,3 to 4,1994,Liability
3077,Sep,1,Tuesday,Mazda,Urban,Tuesday,Sep,1,Female,Single,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3077,1,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3078,Sep,1,Tuesday,Mazda,Urban,Thursday,Sep,3,Male,Married,67,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3078,11,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
3079,Apr,4,Saturday,Toyota,Urban,Friday,May,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,3079,2,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3080,Aug,2,Sunday,Chevrolet,Urban,Monday,Aug,2,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3080,12,400,3,more than 30,more than 30,none,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3081,Jul,3,Saturday,Toyota,Urban,Monday,Jul,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3081,16,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3082,Jul,3,Thursday,Honda,Urban,Thursday,Jul,4,Male,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3082,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3083,Jul,2,Thursday,Toyota,Urban,Wednesday,Jul,4,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3083,8,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3084,Jul,2,Thursday,Pontiac,Urban,Monday,Jul,3,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3084,8,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
3085,Jun,2,Thursday,Pontiac,Urban,Monday,Jun,2,Female,Single,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3085,14,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3086,Jun,2,Wednesday,Toyota,Urban,Thursday,Jun,4,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3086,12,400,3,none,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
3087,May,3,Thursday,Honda,Urban,Thursday,May,3,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3087,5,400,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
3088,Apr,4,Saturday,Toyota,Rural,Tuesday,Apr,4,Female,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,3088,7,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,All Perils
3089,Apr,5,Friday,Toyota,Urban,Wednesday,May,2,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,3089,1,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3090,Apr,3,Tuesday,Toyota,Urban,Wednesday,Apr,3,Male,Married,60,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3090,4,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
3091,Apr,3,Wednesday,Honda,Urban,Wednesday,May,1,Male,Married,49,Third Party,Sport - Collision,Sport,more than 69000,0,3091,15,400,1,8 to 15,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
3092,Jun,4,Saturday,Toyota,Urban,Monday,Jun,4,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3092,16,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3093,Oct,2,Wednesday,Mazda,Urban,Wednesday,Oct,3,Male,Married,27,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3093,3,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
3094,May,2,Saturday,Honda,Rural,Tuesday,May,2,Male,Single,69,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3094,6,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3095,Apr,3,Friday,Pontiac,Urban,Tuesday,May,2,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3095,16,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,1 year,1 vehicle,1994,All Perils
3096,Apr,4,Sunday,Pontiac,Urban,Tuesday,May,1,Female,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,3096,9,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3097,Feb,3,Friday,Honda,Urban,Thursday,Feb,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3097,15,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
3098,Apr,4,Sunday,Pontiac,Urban,Tuesday,May,1,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,3098,16,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3099,Apr,4,Sunday,Pontiac,Urban,Tuesday,Apr,4,Male,Married,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3099,4,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3100,Feb,2,Saturday,Pontiac,Urban,Wednesday,Mar,1,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3100,2,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3101,Mar,1,Monday,Toyota,Urban,Tuesday,Mar,2,Male,Married,49,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3101,16,700,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
3102,Apr,2,Sunday,Honda,Urban,Wednesday,Apr,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3102,12,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
3103,Dec,3,Friday,Toyota,Urban,Friday,Dec,3,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3103,2,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3104,Dec,3,Friday,Toyota,Urban,Friday,Dec,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3104,11,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3105,Dec,3,Sunday,Mazda,Urban,Thursday,Dec,4,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3105,16,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3106,Dec,3,Monday,Toyota,Urban,Wednesday,Dec,3,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3106,3,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3107,Dec,3,Saturday,Ford,Urban,Thursday,Dec,4,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3107,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3108,Dec,3,Monday,VW,Urban,Monday,Dec,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,3108,6,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3109,Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,4,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3109,9,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
3110,Dec,4,Saturday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3110,5,400,4,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3111,Dec,4,Friday,Toyota,Rural,Friday,Dec,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3111,6,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3112,Dec,4,Friday,Chevrolet,Urban,Tuesday,Dec,4,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,3112,13,500,4,more than 30,more than 30,1,more than 7,51 to 65,Yes,Yes,External,none,no change,1 vehicle,1994,All Perils
3113,Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,4,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3113,3,400,3,more than 30,more than 30,none,4 years,21 to 25,Yes,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3114,Dec,1,Saturday,Pontiac,Urban,Monday,Dec,1,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3114,16,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3115,Nov,5,Thursday,Honda,Urban,Monday,Dec,1,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3115,8,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
3116,Jul,2,Sunday,Mazda,Urban,Friday,Jul,5,Male,Married,74,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3116,15,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
3117,Jun,3,Wednesday,Honda,Urban,Thursday,Jun,3,Male,Single,20,Third Party,Sport - Collision,Sport,more than 69000,0,3117,12,400,4,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,3 to 4,1994,Collision
3118,Apr,4,Monday,Accura,Urban,Tuesday,May,2,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,3118,7,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
3119,Nov,5,Monday,Mazda,Urban,Thursday,Mar,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3119,6,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3120,Nov,1,Thursday,Pontiac,Urban,Monday,Nov,3,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3120,3,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3121,Oct,5,Friday,Pontiac,Urban,Friday,Oct,5,Male,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3121,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability
3122,Jun,3,Tuesday,Toyota,Urban,Friday,Jun,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3122,9,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3123,Jun,3,Saturday,Pontiac,Urban,Monday,Jun,3,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3123,5,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3124,Oct,4,Friday,Honda,Urban,Friday,Nov,2,Male,Married,41,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3124,2,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3125,Jan,3,Thursday,Mazda,Urban,Monday,Jan,5,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3125,14,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3126,May,2,Tuesday,Pontiac,Urban,Monday,May,3,Male,Married,28,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3126,14,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3127,Jun,1,Thursday,Toyota,Urban,Thursday,Jun,2,Female,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3127,10,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3128,May,3,Friday,Chevrolet,Rural,Monday,May,4,Male,Married,45,Third Party,Sedan - Collision,Sedan,more than 69000,0,3128,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3129,May,3,Wednesday,Honda,Rural,Wednesday,May,4,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3129,13,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3130,Apr,4,Tuesday,Honda,Urban,Monday,May,1,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,3130,8,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
3131,Jul,1,Friday,VW,Urban,Monday,Jul,1,Male,Single,34,Third Party,Sedan - Liability,Sport,more than 69000,0,3131,6,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3132,Apr,4,Tuesday,Toyota,Urban,Tuesday,Apr,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,3132,6,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3133,Jul,3,Sunday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3133,15,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3134,Jul,3,Saturday,Pontiac,Urban,Monday,Jul,3,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3134,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3135,Aug,2,Sunday,Toyota,Urban,Tuesday,Aug,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3135,4,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3136,Aug,2,Saturday,Honda,Urban,Tuesday,Aug,3,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3136,2,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3137,Sep,4,Wednesday,Chevrolet,Urban,Friday,Sep,4,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3137,3,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
3138,Sep,3,Sunday,Toyota,Urban,Wednesday,Sep,4,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3138,10,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3139,Oct,2,Monday,Chevrolet,Urban,Wednesday,Oct,3,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3139,2,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3140,Oct,1,Thursday,Pontiac,Rural,Friday,Oct,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3140,16,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3141,Apr,4,Tuesday,Mazda,Rural,Thursday,May,1,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,3141,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3142,Oct,4,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Single,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3142,15,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3143,Apr,4,Tuesday,Toyota,Urban,Tuesday,May,3,Female,Single,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,3143,10,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3144,Nov,2,Tuesday,Toyota,Urban,Thursday,Nov,3,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3144,14,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3145,Dec,4,Monday,Honda,Urban,Monday,Jan,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3145,15,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3146,Dec,4,Thursday,Pontiac,Urban,Monday,Jan,1,Male,Married,61,Third Party,Sedan - Liability,Sport,more than 69000,0,3146,7,400,4,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3147,May,3,Monday,Toyota,Urban,Friday,May,3,Female,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3147,12,400,2,more than 30,more than 30,none,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3148,May,3,Monday,Toyota,Urban,Monday,May,3,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3148,3,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3149,Apr,4,Tuesday,Honda,Urban,Tuesday,May,2,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3149,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3150,Nov,4,Wednesday,Honda,Urban,Wednesday,Nov,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3150,2,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3151,Jun,4,Wednesday,VW,Rural,Wednesday,Jun,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3151,13,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Liability
3152,Aug,5,Wednesday,Toyota,Rural,Thursday,Sep,1,Female,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3152,6,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3153,Jul,3,Tuesday,Toyota,Urban,Tuesday,Jul,4,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3153,11,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3154,Jul,3,Tuesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3154,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3155,Dec,1,Saturday,Pontiac,Urban,Wednesday,Jan,1,Male,Married,55,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3155,4,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3156,Nov,5,Wednesday,Mazda,Urban,Wednesday,Dec,4,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3156,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
3157,Apr,4,Wednesday,Honda,Urban,Friday,May,1,Male,Single,0,Third Party,Sedan - Collision,Sedan,more than 69000,0,3157,8,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
3158,Aug,3,Friday,Pontiac,Urban,Friday,Aug,4,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3158,3,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1994,Collision
3159,Sep,2,Saturday,Chevrolet,Urban,Friday,Sep,3,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,3159,6,400,1,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3160,Sep,4,Tuesday,Mazda,Urban,Tuesday,Sep,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3160,8,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3161,Sep,3,Monday,Pontiac,Urban,Tuesday,Sep,3,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3161,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
